YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202303,176739,1078367,4,.62,"NW","IONA",38.5569,-87.4773,3833414,8728638
202303,176742,1074014,1,2.07,"N","ABERNATHY ARPT",35.18,-87.05,3510800,873000
202303,176742,1074015,1,1.49,"SSW","PROSPECT",35.01,-87.01,35600,87600
202303,176742,1074016,1,1.67,"W","NASHVILLE",36.17,-86.81,3610200,8648600
202303,176742,1074017,1,.45,"ENE","GOODLETTSVILLE",36.322,-86.7123,3619320,8642738
202303,176742,1074018,1,2.19,"SSW","MILLERSVILLE",36.3394,-86.71,3620364,8642600
202303,176742,1074019,1,0,"N","GOODLETTSVILLE",36.32,-86.72,3619200,8643200
202303,176742,1074020,1,3.41,"SSW","CORNERSVILLE",35.3231,-86.8688,3519386,8652128
202303,176742,1074021,1,.89,"NW","JEFFERSON",35.99,-86.48,3559400,8628800
202303,176742,1074022,1,.56,"W","IVY BLUFF",35.67,-86.06,3540200,863600
202303,176742,1074023,1,.56,"E","MONTEREY",36.15,-85.26,369000,8515600
202303,176742,1074024,1,2.11,"N","GUM SPGS",35.2305,-87.2981,3513830,8717886
202306,179322,1092208,1,0,"N","BUOY 41009",28.52,-80.17,2831200,8010200
202306,179380,1092523,1,2.1,"NW","UPPER ARLINGTON",40.05,-83.1,403000,836000
202306,179380,1092524,1,1.55,"W","UPPER ARLINGTON",40.0261,-83.0989,401566,835934
202306,179380,1104760,1,1.36,"S","WAYNESFIELD",40.5805,-83.9777,4034830,8358662
202306,179382,1092538,1,4.19,"W","(ASE)ASPEN ARPT",39.2107,-106.9474,3912642,10656844
202306,179382,1092538,2,4.2,"W","(ASE)ASPEN ARPT",39.2105,-106.9475,3912630,10656850
202306,179382,1092538,3,4.23,"W","(ASE)ASPEN ARPT",39.2105,-106.948,3912630,10656880
202306,179382,1092538,4,4.21,"W","(ASE)ASPEN ARPT",39.2107,-106.9478,3912642,10656868
202306,179396,1092584,1,.91,"NW","COLLEGE STATION",30.61,-96.34,3036600,9620400
202306,179396,1092585,1,0,"N","(CLL)EASTERWD FLD CO",30.58,-96.37,3034800,9622200
202306,179396,1092586,1,3.29,"NNE","WELLBORN",30.57,-96.27,3034200,9616200
202306,179396,1092587,1,.91,"NW","COLLEGE STATION",30.61,-96.34,3036600,9620400
202306,179396,1092588,1,.91,"NW","IOLA",30.78,-96.09,3046800,965400
202306,179396,1092589,1,2.26,"NE","COLLEGE STATION",30.62,-96.3,3037200,9618000
202306,179396,1092590,1,3.15,"NE","HARVEY",30.68,-96.24,3040800,9614400
202306,179396,1092592,1,.59,"E","BRYAN",30.67,-96.36,3040200,9621600
202306,179396,1092593,1,1.92,"WSW","WHITE HALL",30.29,-96,3017400,9600
202306,179396,1092594,1,0,"N","ANDERSON",30.48,-95.98,3028800,9558800
202306,179396,1092604,1,.69,"S","MAGNOLIA",30.21,-95.75,3012600,9545000
202306,179396,1092605,1,1.83,"SW","ENGLEWOOD",29.76,-95.37,2945600,9522200
202306,179396,1092606,1,.91,"NE","(IAH)HOUSTON INTL AR",29.99,-95.34,2959400,9520400
202306,179396,1092607,1,1.38,"ENE","HOUSTON HGTS",29.76,-95.38,2945600,9522800
202306,179396,1092608,1,.92,"SE","HOUSTON",29.72,-95.36,2943200,9521600
202306,179398,1093149,1,4.94,"ESE","CLEAR LAKE",29.5306,-95.0015,2931836,9590
202306,179398,1093151,1,11.39,"SW","BUOY 42035",29.13,-94.55,297800,9433000
202306,179398,1093152,1,1.74,"NNE","TEXAS CITY",29.4236,-94.8897,2925416,9453382
202306,179398,1093153,1,0,"N","NORTH JETTY",29.37,-94.73,2922200,9443800
202306,179398,1093166,1,2.38,"ESE","FREEPORT",28.936,-95.294,2856160,9517640
202306,179398,1093167,1,5.2,"SW","NORTH JETTY",29.3133,-94.7867,2918798,9447202
202306,179398,1093168,1,6.21,"W","SAN LUIS PASS",29.0757,-95.1226,294542,957356
202306,179398,1093169,1,9.62,"NE","NORTH JETTY",29.4682,-94.6167,2928092,9437002
202306,179398,1093170,1,0,"N","BUOY 42035",29.23,-94.4,2913800,9424000
202303,176772,1074046,1,.69,"S","HELENA",34.27,-81.63,3416200,8137800
202303,176772,1074047,1,1.08,"SSE","HELENA",34.2649,-81.6251,3415894,8137506
202303,176772,1074048,1,0,"N","POMARIA",34.27,-81.42,3416200,8125200
202303,176772,1074049,1,2.46,"SSW","MONTGOMERY",34.1001,-81.1534,346006,819204
202303,176772,1074050,1,.93,"ESE","BOUKNIGHT",33.7726,-81.8065,3346356,8148390
202303,176772,1074051,1,2.85,"W","PROVIDENCE",34.0199,-81.3197,341194,8119182
202303,176772,1074052,1,1.42,"N","(CAE)COLUMBIA METRO",33.9503,-81.1239,3357018,817434
202303,176772,1074054,1,2.27,"SE","HILTON",34.1078,-81.2708,346468,8116248
202303,176772,1074055,1,0,"N","(MMT)MC ENTIRE ANG",33.92,-80.8,3355200,8048000
202303,176772,1074056,1,0,"N","(CAE)COLUMBIA METRO",33.93,-81.12,3355800,817200
202303,176781,1074089,1,7.78,"SSW","MATAGORDA",28.5911,-95.9826,2835466,9558956
202303,176781,1074090,1,11.39,"SW","BUOY 42035",29.13,-94.55,297800,9433000
202303,176783,1074107,1,1.43,"W","LOCKINGTON",40.2021,-84.257,4012126,8415420
202303,176783,1074107,2,.31,"NW","LOCKINGTON",40.2033,-84.2341,4012198,8414046
202303,176783,1074107,3,1.24,"NW","LOCKINGTON",40.2143,-84.2441,4012858,8414646
202303,176783,1074107,4,1.9,"WNW","LOCKINGTON",40.214,-84.2609,4012840,8415654
202303,176783,1074108,1,2.07,"SW","NEW HAMPSHIRE",40.5269,-83.9752,4031614,8358512
202303,176783,1074108,2,1.05,"WSW","NEW KNOXVILLE",40.5156,-84.3391,4030936,8420346
202303,176783,1074108,3,2.45,"NW","GLYNWOOD",40.6085,-84.3478,4036510,8420868
202303,176783,1074108,4,2.34,"WSW","WAYNESFIELD",40.5862,-84.0207,4035172,841242
202303,176783,1074109,1,1.05,"W","PHILOTHEA",40.45,-84.67,4027000,8440200
202303,176783,1074109,2,.83,"WSW","PHILOTHEA",40.4473,-84.6655,4026838,8439930
202303,176783,1074109,3,.67,"WNW","PHILOTHEA",40.4532,-84.6621,4027192,8439726
202303,176783,1074109,4,1.05,"WNW","PHILOTHEA",40.4531,-84.6695,4027186,8440170
202303,176783,1074110,1,3.15,"W","CELINA",40.55,-84.63,4033000,8437800
202303,176783,1074110,2,3.19,"W","CELINA",40.5552,-84.6304,4033312,8437824
202303,176783,1074110,3,2.93,"W","CELINA",40.555,-84.6253,4033300,8437518
202303,176783,1074110,4,2.86,"W","CELINA",40.5511,-84.6246,4033066,8437476
202303,176783,1074111,1,2.61,"NW","SHADEVILLE",39.86,-83.03,3951600,831800
202303,176783,1074111,2,2.83,"ESE","GROVE CITY",39.867,-83.0295,3952020,831770
202303,176783,1074111,3,2.87,"NNW","SHADEVILLE",39.8669,-83.025,3952014,831500
202303,176783,1074111,4,2.52,"NNW","SHADEVILLE",39.8608,-83.0255,3951648,831530
202303,176783,1074112,1,2.14,"WNW","NEWPORT",39.8453,-83.5052,3950718,8330312
202303,176783,1074112,2,2.81,"E","NEWPORT",39.8377,-83.418,3950262,8325080
202303,176783,1074112,3,1.65,"ESE","LAFAYETTE",39.9177,-83.3734,3955062,8322404
202303,176783,1074112,4,.79,"SSW","SUMMERFORD",39.9189,-83.5035,3955134,8330210
202303,176783,1074114,1,.62,"SSW","LAKEVIEW VAN HORN AR",40.4916,-83.9239,4029496,8355434
202303,176783,1074114,2,.7,"SSW","LAKEVIEW VAN HORN AR",40.4903,-83.924,4029418,8355440
202303,176783,1074114,3,.66,"S","LAKEVIEW VAN HORN AR",40.4905,-83.9217,4029430,8355302
202303,176783,1074114,4,.57,"S","LAKEVIEW VAN HORN AR",40.4918,-83.9215,4029508,8355290
202306,179398,1093171,1,0,"N","BUOY 42035",29.23,-94.4,2913800,9424000
202303,176783,1074115,1,.87,"SE","MEDWAY",39.87,-83.99,3952200,8359400
202303,176783,1074115,2,.84,"S","MEDWAY",39.868,-83.9978,3952080,8359868
202303,176783,1074115,3,.39,"E","CRYSTAL LAKES",39.8802,-84.0126,3952812,84756
202303,176783,1074115,4,.47,"NW","MEDWAY",39.885,-84.0061,3953100,84366
202303,176783,1074115,5,.77,"ESE","MEDWAY",39.877,-83.986,3952620,8359160
202303,176783,1074118,1,2.34,"ENE","NICHOLSVILLE",38.959,-84.128,3857540,847680
202303,176783,1074118,2,1.75,"W","BETHEL",38.9731,-84.1123,3858386,846738
202303,176783,1074119,1,1.36,"SW","PRICETOWN",39.1159,-83.8178,396954,8349068
202303,176783,1074119,2,2.3,"WSW","CAREYTOWN",39.285,-83.6683,3917100,8340098
202303,176783,1074120,1,1.74,"N","WILLETTVILLE",39.2751,-83.7166,3916506,8342996
202303,176783,1074120,2,2.6,"NNE","WILLETTVILLE",39.2866,-83.7088,3917196,8342528
202303,176783,1074124,1,1.75,"ESE","WILLIAMSBURG",39.04,-84.02,392400,841200
202303,176783,1074125,1,1.28,"ENE","CROSSTOWN",39.09,-83.98,395400,8358800
202303,176783,1074126,1,.87,"SW","ST MARTIN",39.21,-83.89,3912600,8353400
202303,176783,1074132,1,3.25,"SW","MOORESVILLE",39.3037,-82.9203,3918222,8255218
202303,176783,1074896,1,.5,"N","CROSSWICK",39.5372,-84.0796,3932232,844776
202303,176783,1074896,2,1.44,"NNW","CROSSWICK",39.5475,-84.0946,3932850,845676
202303,176783,1074896,3,1.21,"WNW","CROSSWICK",39.5388,-84.0996,3932328,845976
202303,176783,1074896,4,.39,"W","CROSSWICK",39.5293,-84.0872,3931758,845232
202303,176783,1074898,1,2.55,"WNW","SINKING SPG",39.09,-83.42,395400,8325200
202303,176783,1074899,1,2.14,"E","HARRIETT",39.12,-83.46,397200,8327600
202303,176783,1074900,1,2.15,"W","SINKING SPG",39.07,-83.42,394200,8325200
202303,176783,1074901,1,2.25,"WNW","SINKING SPG",39.08,-83.42,394800,8325200
202303,176783,1074902,1,1.28,"ESE","MARSHALL",39.14,-83.46,398400,8327600
202303,176783,1074903,1,1.39,"WNW","FRANKFORT",39.4107,-83.2021,3924642,8312126
202303,176783,1074903,2,1.5,"ESE","AUSTIN",39.4211,-83.1944,3925266,8311664
202303,176784,1074104,1,0,"N","VEVAY",38.75,-85.07,3845000,854200
202303,176785,1074105,1,2.17,"E","CINCINNATI",39.1206,-84.5096,397236,8430576
202303,176786,1074137,1,2.82,"S","NAPOLEON",39.16,-85.34,399600,8520400
202303,176786,1074137,2,2.44,"SE","HOLTON",39.0432,-85.3503,392592,8521018
202303,176786,1074137,3,1.68,"ENE","CORRECT",39.0314,-85.2525,391884,8515150
202303,176786,1074137,4,.85,"NE","DELAWARE",39.1396,-85.2101,398376,8512606
202303,176786,1074138,1,2.33,"SSW","CONNERSVILLE",39.62,-85.15,3937200,859000
202303,176786,1074138,2,2.54,"NNE","NULLTOWN",39.6145,-85.1532,3936870,859192
202303,176786,1074138,3,2.51,"NNE","NULLTOWN",39.6129,-85.1499,3936774,858994
202303,176786,1074138,4,2.32,"SSW","CONNERSVILLE",39.6183,-85.1444,3937098,858664
202303,176786,1074139,1,1.78,"SSE","CONNERSVILLE ARPT",39.6753,-85.1204,3940518,857224
202303,176786,1074139,2,1.4,"S","CONNERSVILLE ARPT",39.6801,-85.1254,3940806,857524
202303,176786,1074139,3,.63,"SE","CONNERSVILLE ARPT",39.693,-85.1223,3941580,857338
202303,176786,1074139,4,1.03,"SW","WATERLOO",39.6905,-85.115,3941430,856900
202303,176786,1074140,1,1.11,"NW","CONNERSVILLE ARPT",39.7101,-85.1463,3942606,858778
202303,176786,1074140,2,1.03,"WNW","CONNERSVILLE ARPT",39.7069,-85.1471,3942414,858826
202303,176786,1074140,3,.57,"NW","CONNERSVILLE ARPT",39.7066,-85.1363,3942396,858178
202303,176786,1074140,4,.72,"NNW","CONNERSVILLE ARPT",39.7092,-85.1363,3942552,858178
202303,176786,1074142,1,1.74,"NE","FOUNTAIN CITY",39.9697,-84.8996,3958182,8453976
202303,176786,1074142,2,1.61,"NNE","FOUNTAIN CITY",39.9707,-84.9063,3958242,8454378
202303,176786,1074142,3,3.03,"NNE","FOUNTAIN CITY",39.9909,-84.8993,3959454,8453958
202303,176786,1074142,4,3.09,"NNE","FOUNTAIN CITY",39.9893,-84.8922,3959358,8453532
202303,176786,1074143,1,2.28,"NNE","FOUNTAIN CITY",39.9824,-84.9113,3958944,8454678
202303,176786,1074143,2,2.42,"N","FOUNTAIN CITY",39.9844,-84.9112,3959064,8454672
202303,176786,1074143,3,2.53,"NNE","FOUNTAIN CITY",39.9843,-84.9035,3959058,8454210
202303,176786,1074143,4,2.34,"NNE","FOUNTAIN CITY",39.9814,-84.9037,3958884,8454222
202303,176786,1074144,1,1.56,"WSW","RICHMOND",39.8178,-84.9247,3949068,8455482
202303,176786,1074144,2,1.65,"WSW","EAST RICHMOND ARPT",39.8078,-84.8568,3948468,8451408
202303,176786,1074144,3,.87,"ESE","SPRING GROVE",39.8447,-84.8652,3950682,8451912
202303,176786,1074144,4,1.94,"NW","RICHMOND",39.8523,-84.9223,3951138,8455338
202303,176786,1074145,1,1.9,"NE","DUNLAPSVILLE",39.6153,-84.9704,3936918,8458224
202303,176786,1074145,2,1.39,"SSW","CLIFTON",39.6632,-84.9643,3939792,8457858
202303,176786,1074145,3,1.74,"SW","KITCHELL",39.6637,-84.8949,3939822,8453694
202303,176786,1074145,4,.75,"WSW","LOTUS",39.6142,-84.8918,3936852,8453508
202303,176788,1074135,1,.54,"E","SWEET OWEN",38.55,-84.74,3833000,8444400
202303,176789,1085239,1,.54,"W","SHERIDAN",38.47,-123.04,3828200,1232400
202303,176789,1085240,1,.88,"SW","SAUSALITO",37.84,-122.49,3750400,12229400
202303,176789,1085241,1,1.1,"E","BURBANK",37.33,-121.9,3719800,12154000
202303,176789,1085263,1,1.19,"N","SOQUEL",36.9971,-121.9523,3659826,12157138
202303,176789,1085263,2,1.18,"N","SOQUEL",36.9969,-121.9524,3659814,12157144
202303,176789,1085263,3,1.17,"N","SOQUEL",36.9969,-121.9523,3659814,12157138
202303,176789,1085263,4,1.18,"N","SOQUEL",36.997,-121.9521,3659820,12157126
202303,176789,1085264,1,1.18,"WSW","ELMHURST",37.7452,-122.1906,3744712,12211436
202303,176789,1085264,2,1.21,"WSW","ELMHURST",37.7442,-122.191,3744652,12211460
202303,176789,1085264,3,1.17,"WSW","ELMHURST",37.7429,-122.1894,3744574,12211364
202303,176789,1085264,4,1.11,"WSW","ELMHURST",37.7435,-122.1886,3744610,12211316
202303,176789,1085274,1,.44,"W","CARNADERO",36.9805,-121.558,3658830,12133480
202303,176789,1085274,2,.43,"SW","CARNADERO",36.9759,-121.5559,3658554,12133354
202303,176789,1085274,3,.39,"SW","CARNADERO",36.9762,-121.5551,3658572,12133306
202303,176789,1085274,4,.39,"W","CARNADERO",36.9805,-121.557,3658830,12133420
202303,176789,1085275,1,0,"N","CHUALAR",36.57,-121.52,3634200,12131200
202303,176789,1085275,2,1.11,"SE","CHUALAR",36.5576,-121.5072,3633456,12130432
202303,176789,1085275,3,1.1,"SE","CHUALAR",36.5585,-121.5063,3633510,12130378
202303,176789,1085275,4,1.68,"SE","SPENCE",36.6014,-121.5505,3636084,12133030
202303,176789,1085275,5,1.19,"SE","SPENCE",36.6061,-121.5574,3636366,12133444
202303,176789,1085275,6,1.21,"SE","SPENCE",36.6055,-121.5578,3636330,12133468
202303,176789,1085277,1,3.17,"ENE","PAJARO",36.9107,-121.6943,3654642,12141658
202303,176789,1085277,2,1,"NE","PAJARO",36.9085,-121.7353,3654510,12144118
202303,176789,1085277,3,.69,"NNE","PAJARO",36.9095,-121.7458,3654570,12144748
202303,176789,1085277,4,.4,"W","PAJARO",36.9005,-121.7573,3654030,12145438
202303,176789,1085277,5,.71,"SW","PAJARO",36.8942,-121.7606,3653652,12145636
202303,176789,1085277,6,1.87,"SW","PAJARO",36.8825,-121.7759,3652950,12146554
202303,176789,1085277,7,2.14,"WSW","PAJARO",36.8858,-121.7844,3653148,12147064
202303,176789,1085277,8,3.65,"SW","PAJARO",36.8681,-121.8027,3652086,12148162
202306,179398,1093172,1,20.1,"SSW","SARGENT",28.5,-95.72,2830000,9543200
202306,179410,1092649,1,1.95,"WNW","BRANCHTON",28.14,-82.31,288400,8218600
202306,179410,1092650,1,3.05,"E","WORTHINGTON GARDENS",28.18,-82.35,2810800,8221000
202306,179411,1092651,1,8.84,"NNE","OLD TAMPA BAY",27.97,-82.53,2758200,8231800
202306,179411,1092652,1,7.58,"WNW","LONGBOAT KEY",27.47,-82.68,2728200,8240800
202306,179432,1092670,1,0,"N","NIXON",33.33,-81.95,3319800,8157000
202306,179432,1092671,1,2.22,"SW","GRACEWOOD",33.35,-82.06,3321000,823600
202306,179432,1092678,1,1.66,"NE","GROVETOWN",33.4639,-82.1765,3327834,8210590
202306,179432,1092684,1,1.22,"SE","APPLING",33.5354,-82.3082,3332124,8218492
202306,179432,1092685,1,.38,"E","HARLEM",33.4198,-82.3134,3325188,8218804
202306,179432,1092786,1,3.45,"N","KEYSVILLE",33.28,-82.23,3316800,8213800
202306,179432,1092787,1,2.89,"E","ST CLAIR",33.15,-82.17,339000,8210200
202306,179432,1092788,1,4.04,"WSW","GREENS CUT",33.14,-82.04,338400,822400
202306,179432,1092789,1,3.21,"ESE","TORBIT STATION",33.11,-82.18,336600,8210800
202306,179432,1092790,1,.9,"NE","WAYNESBORO",33.09,-82.01,335400,82600
202306,179433,1092673,1,2.28,"W","CAMDEN",34.25,-80.64,3415000,8038400
202306,179433,1092686,1,1.86,"ESE","HORATIO",34.0106,-80.5395,34636,8032370
202306,179433,1092703,1,1.73,"WSW","SUMTER",33.9129,-80.379,3354774,8022740
202306,179433,1092705,1,3.1,"W","SUMTER",33.9253,-80.4037,3355518,8024222
202306,179433,1092719,1,1.99,"WNW","SUMTER",33.9337,-80.3806,3356022,8022836
202306,179433,1092720,1,.52,"SE","STATEBURG",33.9446,-80.5236,3356676,8031416
202306,179433,1092721,1,3.1,"W","SUMTER",33.9253,-80.4037,3355518,8024222
202306,179433,1092784,1,3.09,"SW","ST CHARLES",34.04,-80.26,342400,8015600
202306,179447,1109633,1,.39,"SE","CEDARS",32.2456,-90.9258,3214736,9055548
202306,179447,1109633,2,5.49,"ESE","GRANGE HALL",32.2199,-90.7831,3213194,9046986
202306,179449,1094820,1,0,"N","KING COULEE RAWS",47.8,-107.02,4748000,1071200
202303,176973,1075435,1,1.18,"ESE","ETHRIDGE",35.316,-87.2997,3518960,8717982
202303,176973,1075435,2,1.12,"ESE","ETHRIDGE",35.3152,-87.301,3518912,8718060
202303,176973,1075435,3,1.3,"ESE","ETHRIDGE",35.3133,-87.2985,3518798,8717910
202303,176973,1075435,4,1.32,"ESE","ETHRIDGE",35.3142,-87.2977,3518852,8717862
202303,176998,1081138,1,0,"N","QUAKER",38.05,-82.43,383000,8225800
202303,176998,1081139,1,0,"N","TRIPP",37.93,-82.48,3755800,8228800
202303,176999,1075527,1,.69,"S","WURTLAND",38.54,-82.77,3832400,8246200
202303,176999,1075528,1,1.48,"NNW","ORR",38.15,-82.89,389000,8253400
202303,176999,1075529,1,.69,"N","ROCKDALE",38.43,-82.68,3825800,8240800
202303,177043,1075941,1,1.74,"NW","HAMMOND",36.7896,-119.7999,3647376,11947994
202303,177043,1075941,2,1.73,"NW","HAMMOND",36.7893,-119.7999,3647358,11947994
202303,177043,1075941,3,1.74,"NW","HAMMOND",36.7893,-119.8003,3647358,11948018
202303,177043,1075941,4,1.76,"NW","HAMMOND",36.7896,-119.8003,3647376,11948018
202303,177043,1075943,1,1.23,"WSW","FIG GARDEN",36.8229,-119.8404,3649374,11950424
202303,177043,1075943,2,1.22,"WSW","FIG GARDEN",36.8233,-119.8403,3649398,11950418
202303,177043,1075943,3,1.23,"WSW","FIG GARDEN",36.8234,-119.8407,3649404,11950442
202303,177043,1075943,4,1.24,"WSW","FIG GARDEN",36.8229,-119.8407,3649374,11950442
202303,177043,1075944,1,3.41,"N","RAISIN CITY",36.6486,-119.8892,3638916,11953352
202303,177043,1075944,2,3.43,"N","RAISIN CITY",36.6487,-119.8882,3638922,11953292
202303,177043,1075944,3,3.38,"N","RAISIN CITY",36.6481,-119.8883,3638886,11953298
202306,179450,1093668,1,15.31,"S","RICHLAND",48.6,-106.01,4836000,106600
202303,177043,1075944,4,3.38,"N","RAISIN CITY",36.6481,-119.8891,3638886,11953346
202303,177043,1075945,1,.93,"WNW","CLARKS CORNER",36.6043,-119.396,3636258,11923760
202303,177043,1075945,2,.8,"WNW","CLARKS CORNER",36.6045,-119.3934,3636270,11923604
202303,177043,1075945,3,.77,"WNW","CLARKS CORNER",36.6033,-119.3933,3636198,11923598
202303,177043,1075945,4,.91,"WNW","CLARKS CORNER",36.6036,-119.3958,3636216,11923748
202303,177043,1075946,1,7.22,"E","GREGG",36.89,-119.8,3653400,11948000
202303,177043,1075946,2,7.17,"E","GREGG",36.892,-119.8011,3653520,11948066
202303,177043,1075946,3,7.41,"E","GREGG",36.8933,-119.797,3653598,11947820
202303,177043,1075946,4,7.45,"E","GREGG",36.8908,-119.7958,3653448,11947748
202303,177043,1075947,1,3.42,"ESE","MELVIN",36.8088,-119.6099,3648528,11936594
202303,177043,1075947,2,3.4,"E","MELVIN",36.8127,-119.6092,3648762,11936552
202303,177043,1075947,3,3.26,"E","MELVIN",36.8132,-119.6118,3648792,11936708
202303,177043,1075947,4,3.28,"ESE","MELVIN",36.8094,-119.6122,3648564,11936732
202303,177043,1075948,1,3.68,"SSW","MARSHALL STATION",36.9692,-119.59,3658152,11935400
202303,177043,1075948,2,3.75,"SSW","MARSHALL STATION",36.9681,-119.5901,3658086,11935406
202303,177043,1075948,3,3.71,"SSW","MARSHALL STATION",36.9685,-119.5888,3658110,11935328
202303,177043,1075948,4,3.65,"SSW","MARSHALL STATION",36.9694,-119.5891,3658164,11935346
202303,177043,1075949,1,.91,"SSW","NIPINNAWASSEE",37.3885,-119.738,3723310,11944280
202303,177043,1075949,2,1.05,"SSW","NIPINNAWASSEE",37.3863,-119.738,3723178,11944280
202303,177043,1075949,3,1.01,"SSW","NIPINNAWASSEE",37.3863,-119.7363,3723178,11944178
202303,177043,1075949,4,.86,"SSW","NIPINNAWASSEE",37.3886,-119.7363,3723316,11944178
202303,177063,1075963,1,3.31,"NW","TRAVER",36.4885,-119.5153,3629310,11930918
202302,178141,1083567,1,2.46,"W","SANTEETLAH",35.344,-83.893,3520640,8353580
202302,178141,1083567,2,1.18,"W","MILLTOWN",35.32,-83.841,3519200,8350460
202302,178143,1083571,1,1.28,"ESE","WATKINS",35.1428,-91.4591,358568,9127546
202302,178143,1083571,2,2.56,"NE","GEORGETOWN",35.1443,-91.4158,358658,9124948
202302,178143,1083571,3,2.97,"SE","GEORGETOWN",35.0851,-91.4191,355106,9125146
202302,178143,1083571,4,2.9,"SW","GEORGETOWN",35.089,-91.4845,355340,9129070
202302,178143,1083573,1,1.77,"NNW","DES ARC",34.9948,-91.5076,3459688,9130456
202302,178143,1083573,2,2.26,"NE","DES ARC",34.9968,-91.4772,3459808,9128632
202302,178143,1083573,3,2.17,"E","HARRYS",34.9504,-91.4618,3457024,9127708
202302,178143,1083573,4,.4,"W","HARRYS",34.9501,-91.507,3457006,9130420
202302,178186,1083894,1,.41,"SSW","ELKADER",42.845,-91.4043,4250700,9124258
202302,178186,1083894,2,.5,"SSE","ELKADER",42.8429,-91.398,4250574,9123880
202302,178186,1083894,3,.52,"SSE","ELKADER",42.843,-91.3965,4250580,9123790
202302,178186,1083894,4,.55,"SSE","ELKADER",42.8425,-91.3962,4250550,9123772
202302,178186,1083894,5,.57,"S","ELKADER",42.8417,-91.3994,4250502,9123964
202302,178186,1083894,6,.5,"SSW","ELKADER",42.8434,-91.404,4250604,9124240
202302,178186,1083894,7,.46,"SW","ELKADER",42.8445,-91.4052,4250670,9124312
202302,178186,1083896,1,.6,"N","GARBER",42.7386,-91.2686,4244316,9116116
202302,178186,1083896,2,.93,"NE","GARBER",42.7411,-91.2597,4244466,9115582
202302,178186,1083896,3,1.13,"NNE","GARBER",42.7437,-91.258,4244622,9115480
202302,178186,1083896,4,1.15,"NE","GARBER",42.7436,-91.257,4244616,9115420
202302,178186,1083896,5,.92,"NE","GARBER",42.7404,-91.2586,4244424,9115516
202302,178186,1083896,6,.59,"NNE","GARBER",42.7379,-91.2655,4244274,9115930
202302,178186,1083896,7,.53,"N","GARBER",42.7377,-91.269,4244262,9116140
202302,178186,1083896,8,.61,"N","GARBER",42.7389,-91.2701,4244334,9116206
202302,178186,1083898,1,1.56,"ESE","ELDORADO",43.0422,-91.8211,432532,9149266
202302,178186,1083898,2,1.87,"E","ELDORADO",43.05,-91.813,433000,9148780
202302,178186,1083898,3,2.11,"ENE","ELDORADO",43.0577,-91.8095,433462,9148570
202302,178186,1083898,4,2.2,"ENE","ELDORADO",43.0642,-91.8109,433852,9148654
202302,178186,1083898,5,2.52,"ENE","ELDORADO",43.0655,-91.8048,433930,9148288
202302,178186,1083898,6,2.29,"ENE","ELDORADO",43.0568,-91.8056,433408,9148336
202302,178186,1083898,7,1.97,"ESE","ELDORADO",43.0444,-91.8118,432664,9148708
202302,178186,1083898,8,1.69,"ESE","ELDORADO",43.0397,-91.8196,432382,9149176
202302,178186,1083901,1,.59,"WNW","LITTLEPORT",42.7517,-91.3814,4245102,9122884
202302,178186,1083901,2,.29,"N","LITTLEPORT",42.7542,-91.369,4245252,9122140
202302,178186,1083901,3,.48,"NE","LITTLEPORT",42.7552,-91.3638,4245312,9121828
202302,178186,1083901,4,.7,"NE","LITTLEPORT",42.7571,-91.3601,4245426,9121606
202302,178186,1083901,5,.69,"NE","LITTLEPORT",42.7567,-91.36,4245402,9121600
202302,178186,1083901,6,.45,"NE","LITTLEPORT",42.7546,-91.3637,4245276,9121822
202302,178186,1083901,7,.17,"NNW","LITTLEPORT",42.7524,-91.3711,4245144,9122266
202302,178186,1083901,8,.61,"W","LITTLEPORT",42.7511,-91.382,4245066,9122920
202302,178188,1083908,1,.36,"ENE","BURTON",42.7225,-90.8137,4243350,9048822
202302,178188,1083908,2,.24,"NE","BURTON",42.7226,-90.8169,4243356,9049014
202302,178188,1083908,3,.12,"NNE","BURTON",42.7217,-90.8193,4243302,9049158
202302,178188,1083908,4,.14,"ENE","BURTON",42.7209,-90.8176,4243254,9049056
202302,178188,1083908,5,.28,"ENE","BURTON",42.7215,-90.8149,4243290,9048894
202302,178188,1083908,6,.31,"ESE","BURTON",42.7191,-90.814,4243146,9048840
202302,178188,1083908,7,.36,"E","BURTON",42.7193,-90.8129,4243158,9048774
202302,178188,1083908,8,.34,"ENE","BURTON",42.7211,-90.8135,4243266,9048810
202302,178196,1083986,1,3.53,"NE","ROSE HILL",37.61,-97.09,3736600,975400
202302,178196,1083988,1,.88,"NE","AUGUSTA",37.69,-96.97,3741400,9658200
202302,178196,1083992,1,2.6,"WSW","WINFIELD",37.23,-97.02,3713800,971200
202302,178196,1083994,1,6.93,"S","ANTHONY",37.05,-98.04,373000,982400
202302,178196,1083995,1,6.03,"NW","CLEARWATER",37.56,-97.58,3733600,9734800
202302,178196,1083996,1,.55,"W","(ICT)WICHITA ARPT",37.65,-97.44,3739000,9726400
202302,178196,1083997,1,0,"N","(IAB) MCCONNELL ARPT",37.62,-97.27,3737200,9716200
202302,178196,1084001,1,2.14,"SW","YATES CENTER",37.86,-95.76,3751600,9545600
202302,178226,1084301,1,1.21,"WNW","HEWITT",34.2281,-118.3887,3413686,11823322
