FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202307,29,0,49378,1108090,"D","07/29/2023 00:00:00",75,"M","Permanent Home",202307
202307,29,0,49359,1108167,"D","07/29/2023 00:00:00",44,"M","Permanent Home",202307
202307,27,0,49455,1109732,"D","07/27/2023 00:00:00",53,"F","Permanent Home",202307
202307,10,0,49384,1110133,"D","07/10/2023 00:00:00",67,"M","Outside/Open Areas",202307
202307,28,0,50209,1128929,"D","07/28/2023 00:00:00",52,"F","Permanent Home",202307
202307,28,0,50230,1131465,"D","07/28/2023 00:00:00",7,"M","In Water",202307
202307,24,0,49305,1104617,"D","07/24/2023 00:00:00",48,"F","In Water",202307
202307,4,0,49306,1105223,"D","07/04/2023 00:00:00",44,"M","In Water",202307
202307,1,0,49307,1106092,"D","07/01/2023 00:00:00",58,"M","In Water",202307
202307,1,0,49347,1106242,"D","07/01/2023 00:00:00",42,"M","In Water",202307
202307,4,0,49348,1106313,"D","07/04/2023 00:00:00",,"","In Water",202307
